time_sec,rpm,reason
68.567,7317,No spark found after trigger
68.571,7317,No spark found after trigger
68.575,7317,No spark found after trigger
68.579,7317,No spark found after trigger
68.583,7317,No spark found after trigger
68.587,7317,No spark found after trigger
68.591,7317,No spark found after trigger
68.595,7317,No spark found after trigger
68.599,7317,No spark found after trigger
68.603,7317,No spark found after trigger
68.608,7317,No spark found after trigger
68.612,7317,No spark found after trigger
68.616,7317,No spark found after trigger
68.620,7317,No spark found after trigger
68.624,7317,No spark found after trigger
68.628,7317,No spark found after trigger
68.632,7317,No spark found after trigger
68.636,7317,No spark found after trigger
68.640,7317,No spark found after trigger
68.644,7317,No spark found after trigger
68.648,7317,No spark found after trigger
68.653,7317,No spark found after trigger
68.657,7317,No spark found after trigger
68.661,7317,No spark found after trigger
68.665,7317,No spark found after trigger
68.669,7317,No spark found after trigger
68.673,7317,No spark found after trigger
68.677,7317,No spark found after trigger
68.681,7317,No spark found after trigger
68.685,7317,No spark found after trigger
68.689,7317,No spark found after trigger
68.694,7317,No spark found after trigger
68.698,7317,No spark found after trigger
68.702,7317,No spark found after trigger
68.706,7317,No spark found after trigger
68.710,7317,No spark found after trigger
68.714,7317,No spark found after trigger
68.718,7317,No spark found after trigger
68.722,7317,No spark found after trigger
68.726,7317,No spark found after trigger
68.731,7317,No spark found after trigger
68.735,7317,No spark found after trigger
68.739,7317,No spark found after trigger
68.743,7317,No spark found after trigger
68.747,7317,No spark found after trigger
68.751,7317,No spark found after trigger
68.755,7317,No spark found after trigger
68.759,7317,No spark found after trigger
68.763,7317,No spark found after trigger
68.767,7317,No spark found after trigger
68.772,7317,No spark found after trigger
68.776,7317,No spark found after trigger
68.780,7317,No spark found after trigger
68.784,7317,No spark found after trigger
68.788,7317,No spark found after trigger
68.792,7317,No spark found after trigger
68.796,7317,No spark found after trigger
68.800,7317,No spark found after trigger
68.804,7317,No spark found after trigger
68.808,7317,No spark found after trigger
68.812,7317,No spark found after trigger
68.817,7317,No spark found after trigger
68.821,7317,No spark found after trigger
68.825,7317,No spark found after trigger
68.829,7317,No spark found after trigger
68.833,7317,No spark found after trigger
68.837,7317,No spark found after trigger
68.841,7317,No spark found after trigger
68.845,7317,No spark found after trigger
68.849,7317,No spark found after trigger
68.853,7317,No spark found after trigger
68.858,7317,No spark found after trigger
68.862,7317,No spark found after trigger
68.866,7317,No spark found after trigger
68.870,7317,No spark found after trigger
68.874,7317,No spark found after trigger
68.878,7317,No spark found after trigger
68.882,7317,No spark found after trigger
68.886,7317,No spark found after trigger
68.890,7317,No spark found after trigger
68.894,7317,No spark found after trigger
68.899,7317,No spark found after trigger
68.903,7317,No spark found after trigger
68.907,7317,No spark found after trigger
68.911,7317,No spark found after trigger
68.915,7317,No spark found after trigger
68.919,7317,No spark found after trigger
68.923,7317,No spark found after trigger
68.927,7317,No spark found after trigger
68.931,7317,No spark found after trigger
68.936,7317,No spark found after trigger
68.940,7317,No spark found after trigger
68.944,7317,No spark found after trigger
68.948,7317,No spark found after trigger
68.952,7317,No spark found after trigger
68.956,7317,No spark found after trigger
68.960,7317,No spark found after trigger
68.964,7317,No spark found after trigger
68.968,7317,No spark found after trigger
68.972,7317,No spark found after trigger
68.977,7317,No spark found after trigger
68.981,7317,No spark found after trigger
68.985,7317,No spark found after trigger
68.989,7317,No spark found after trigger
